SMILES,cat_1_id,cat_2_id
COc1ccc(CSc2nnc(COc3ccccc3[N+]([O-])=O)n2-c2ccccc2)cc1Br,22496,22496
CN(C)C(=O)CSc1nc2-c3ccccc3CC3(CCCCC3)c2c(=O)n1Cc1ccccc1,22498,22498
CN(C)C(=O)CSc1nc2-c3ccccc3CC3(CCCCC3)c2c(=O)n1-c1ccccc1,22500,22500
Cc1cc(\C=C\c2ccccc2)nc(O)n1,22502,22502
Cc1cc(\C=C\c2ccc(cc2)[N+]([O-])=O)nc(O)n1,22504,22504
Cc1cc(\C=C\c2ccc(Br)cc2)nc(O)n1,22506,22506
Cc1cc(\C=C\c2ccc(O)cc2)nc(O)n1,22508,22508
COc1ccc(\C=C\c2cc(C)nc(O)n2)cc1,22510,22510
Cc1cc(\C=C\c2ccccc2F)nc(O)n1,22512,22512
Cc1cc(\C=C\c2ccncc2)nc(O)n1,22514,22514
Cc1cc(\C=C\c2ccccc2O)nc(O)n1,22516,22516
CN(C)c1ccc(\C=C\c2cc(C)nc(O)n2)cc1,22518,22518
Cc1cc(\C=C\c2ccc(O)c(O)c2)nc(O)n1,22520,22520
COc1cccc(\C=C\c2cc(C)nc(O)n2)c1OC,22522,22522
Cc1cc(\C=C\c2c(O)ccc3ccccc23)nc(O)n1,22524,22524
Cc1cc(\C=C\c2cccnc2)nc(O)n1,22526,22526
C\C(=C/c1cc(C)nc(O)n1)c1ccccc1,22528,22528
C\C(=C/c1cc(C)nc(O)n1)c1ccc(Cl)cc1,22530,22530
C\C(=C/c1cc(C)nc(O)n1)c1ccc(N)cc1,22532,22532
Cc1ccc(CSc2nc(C)cc(C)n2)c(C)c1,22534,22534
COc1ccc(CSc2nc(C)cc(C)n2)cc1,22536,22536
CCOc1ccc(CSc2nc(C)cc(C)n2)cc1,22538,22538
COc1ccc(CSc2nc(C)cc(C)n2)cc1[N+]([O-])=O,22540,22540
COc1ccc(CSc2nc(C)cc(C)n2)cc1Br,22542,22542
COc1ccc(CSc2nc(C)cc(C)n2)cc1Cl,22544,22544
Cc1cc(\C=C\c2ccccc2)nc(S)n1,22546,22546
Cc1cc(\C=C\c2ccc(cc2)[N+]([O-])=O)nc(S)n1,22548,22548
Cc1cc(\C=C\c2ccc(Br)cc2)nc(S)n1,22550,22550
Cc1cc(\C=C\c2ccc(O)cc2)nc(S)n1,22552,22552
COc1ccc(\C=C\c2cc(C)nc(S)n2)cc1,22554,22554
Cc1cc(\C=C\c2ccccc2F)nc(S)n1,22556,22556
Cc1cc(\C=C\c2ccncc2)nc(S)n1,22558,22558
Cc1cc(\C=C\c2ccccc2O)nc(S)n1,22560,22560
CN(C)c1ccc(\C=C\c2cc(C)nc(S)n2)cc1,22562,22562
Cc1cc(\C=C\c2ccc(O)c(O)c2)nc(S)n1,22564,22564
COc1cccc(\C=C\c2cc(C)nc(S)n2)c1OC,22566,22566
Cc1cc(\C=C\c2c(O)ccc3ccccc23)nc(S)n1,22568,22568
Cc1cc(\C=C\c2cccnc2)nc(S)n1,22570,22570
C\C(=C/c1cc(C)nc(S)n1)c1ccccc1,22572,22572
C\C(=C/c1cc(C)nc(S)n1)c1ccc(Cl)cc1,22574,22574
C\C(=C/c1cc(C)nc(S)n1)c1ccc(N)cc1,22576,22576
Oc1ccc(\C=C\c2[nH]c(=O)[nH]c(=O)c2[N+]([O-])=O)cc1,22578,22578
Oc1ccc2ccccc2c1\C=C\c1[nH]c(=O)[nH]c(=O)c1[N+]([O-])=O,22580,22580
[O-][N+](=O)c1c(\C=C\c2ccncc2)[nH]c(=O)[nH]c1=O,22582,22582
[O-][N+](=O)c1c(\C=C\c2ccco2)[nH]c(=O)[nH]c1=O,22584,22584
CCC(=O)Nc1nc(C)c(\N=N\c2ccccc2)c(C)n1,22586,22586
C\C(=C/c1[nH]c(=O)[nH]c(=O)c1[N+]([O-])=O)c1ccc(Cl)cc1,22588,22588
C\C(=C/c1[nH]c(=O)[nH]c(=O)c1[N+]([O-])=O)c1ccc(N)cc1,22590,22590
Oc1cc(\C=C\c2ccccc2)ncn1,22592,22592
Oc1cc(\C=C\c2ccccc2O)ncn1,22594,22594
Oc1ccc(\C=C\c2cc(O)ncn2)cc1,22596,22596
Oc1cc(\C=C\c2ccc(Br)cc2)ncn1,22598,22598
Oc1cc(\C=C\c2ccc(cc2)[N+]([O-])=O)ncn1,22600,22600
CN(C)c1ccc(\C=C\c2cc(O)ncn2)cc1,22602,22602
Oc1cc(\C=C\c2ccccc2F)ncn1,22604,22604
Oc1cc(\C=C\c2cccnc2)ncn1,22606,22606
Oc1cc(\C=C\c2ccncc2)ncn1,22608,22608
COc1cccc(\C=C\c2cc(O)ncn2)c1OC,22610,22610
Oc1cc(\C=C\c2c(O)ccc3ccccc23)ncn1,22612,22612
CCCCSc1nc(C)c(CC(O)=O)c(=O)[nH]1,22614,22614
CC(C)CSc1nc(C)c(CC(O)=O)c(=O)[nH]1,22616,22616
Cc1nc(SCC=C)[nH]c(=O)c1CC(O)=O,22618,22618
CCCCCSc1nc(C)c(CC(O)=O)c(=O)[nH]1,22620,22620
CC(C)CCSc1nc(C)c(CC(O)=O)c(=O)[nH]1,22622,22622
Cc1nc(SCC2CCCC2)[nH]c(=O)c1CC(O)=O,22624,22624
Cc1ccc(CSc2nc(C)c(CC(O)=O)c(=O)[nH]2)c(C)c1,22626,22626
Cc1ccc(C)c(CSc2nc(C)c(CC(O)=O)c(=O)[nH]2)c1,22628,22628
Cc1nc(SCc2ccccc2Cl)[nH]c(=O)c1CC(O)=O,22630,22630
Cc1nc(SCc2ccc(Cl)cc2)[nH]c(=O)c1CC(O)=O,22632,22632
Cc1nc(SCc2cccc3ccccc23)[nH]c(=O)c1CC(O)=O,22634,22634
CCSc1nc(C)c(C(C)C(O)=O)c(=O)[nH]1,22636,22636
CCCSc1nc(C)c(C(C)C(O)=O)c(=O)[nH]1,22638,22638
CCCCSc1nc(C)c(C(C)C(O)=O)c(=O)[nH]1,22640,22640
CC(C)CSc1nc(C)c(C(C)C(O)=O)c(=O)[nH]1,22642,22642
CC(C(O)=O)c1c(C)nc(SCC=C)[nH]c1=O,22644,22644
CC(C(O)=O)c1c(C)nc(SCC(C)=C)[nH]c1=O,22646,22646
CCCCCSc1nc(C)c(C(C)C(O)=O)c(=O)[nH]1,22648,22648
CC(C)CCSc1nc(C)c(C(C)C(O)=O)c(=O)[nH]1,22650,22650
CC(C(O)=O)c1c(C)nc(SCc2ccccc2)[nH]c1=O,22652,22652
CC(C(O)=O)c1c(C)nc(SCC2CCCC2)[nH]c1=O,22654,22654
CC(C(O)=O)c1c(C)nc(SCc2ccc(C)cc2C)[nH]c1=O,22656,22656
CC(C(O)=O)c1c(C)nc(SCc2cc(C)ccc2C)[nH]c1=O,22658,22658
CC(C(O)=O)c1c(C)nc(SCc2ccccc2Cl)[nH]c1=O,22660,22660
CC(C(O)=O)c1c(C)nc(SCc2ccc(Cl)cc2)[nH]c1=O,22662,22662
CC(C(O)=O)c1c(C)nc(SCc2cccc3ccccc23)[nH]c1=O,22664,22664
CCCCC(C(O)=O)c1c(C)nc(SCC)[nH]c1=O,22666,22666
CCCCC(C(O)=O)c1c(C)nc(SCCC)[nH]c1=O,22668,22668
CCCCSc1nc(C)c(C(CCCC)C(O)=O)c(=O)[nH]1,22670,22670
CCCCC(C(O)=O)c1c(C)nc(SCC(C)C)[nH]c1=O,22672,22672
CCCCC(C(O)=O)c1c(C)nc(SCC=C)[nH]c1=O,22674,22674
CCCCC(C(O)=O)c1c(C)nc(SCC(C)=C)[nH]c1=O,22676,22676
CCCCCSc1nc(C)c(C(CCCC)C(O)=O)c(=O)[nH]1,22678,22678
CCCCC(C(O)=O)c1c(C)nc(SCCC(C)C)[nH]c1=O,22680,22680
CCCCC(C(O)=O)c1c(C)nc(SCc2ccccc2)[nH]c1=O,22682,22682
CCCCC(C(O)=O)c1c(C)nc(SCC2CCCC2)[nH]c1=O,22684,22684
CCCCC(C(O)=O)c1c(C)nc(SCc2ccc(C)cc2C)[nH]c1=O,22686,22686
CCCCC(C(O)=O)c1c(C)nc(SCc2cc(C)ccc2C)[nH]c1=O,22688,22688
CCCCC(C(O)=O)c1c(C)nc(SCc2ccccc2Cl)[nH]c1=O,22690,22690
CCCCC(C(O)=O)c1c(C)nc(SCc2ccc(Cl)cc2)[nH]c1=O,22692,22692
CCCCC(C(O)=O)c1c(C)nc(SCc2cccc3ccccc23)[nH]c1=O,22694,22694
CCSc1nc(C)c(CCC(O)=O)c(=O)[nH]1,22696,22696
CCCSc1nc(C)c(CCC(O)=O)c(=O)[nH]1,22698,22698
CCCCSc1nc(C)c(CCC(O)=O)c(=O)[nH]1,22700,22700
CC(C)CSc1nc(C)c(CCC(O)=O)c(=O)[nH]1,22702,22702
Cc1nc(SCC=C)[nH]c(=O)c1CCC(O)=O,22704,22704
CC(=C)CSc1nc(C)c(CCC(O)=O)c(=O)[nH]1,22706,22706
CCCCCSc1nc(C)c(CCC(O)=O)c(=O)[nH]1,22708,22708
CC(C)CCSc1nc(C)c(CCC(O)=O)c(=O)[nH]1,22710,22710
Cc1nc(SCC2CCCC2)[nH]c(=O)c1CCC(O)=O,22712,22712
Cc1ccc(CSc2nc(C)c(CCC(O)=O)c(=O)[nH]2)c(C)c1,22714,22714
Cc1ccc(C)c(CSc2nc(C)c(CCC(O)=O)c(=O)[nH]2)c1,22716,22716
Cc1nc(SCc2ccccc2Cl)[nH]c(=O)c1CCC(O)=O,22718,22718
Cc1nc(SCc2ccc(Cl)cc2)[nH]c(=O)c1CCC(O)=O,22720,22720
Cc1nc(SCc2cccc3ccccc23)[nH]c(=O)c1CCC(O)=O,22722,22722
CCSc1nc(C)c(CC(C)C(O)=O)c(=O)[nH]1,22724,22724
CCCSc1nc(C)c(CC(C)C(O)=O)c(=O)[nH]1,22726,22726
CCCCSc1nc(C)c(CC(C)C(O)=O)c(=O)[nH]1,22728,22728
CC(C)CSc1nc(C)c(CC(C)C(O)=O)c(=O)[nH]1,22730,22730
CC(Cc1c(C)nc(SCC=C)[nH]c1=O)C(O)=O,22732,22732
CC(Cc1c(C)nc(SCC(C)=C)[nH]c1=O)C(O)=O,22734,22734
CCCCCSc1nc(C)c(CC(C)C(O)=O)c(=O)[nH]1,22736,22736
CC(C)CCSc1nc(C)c(CC(C)C(O)=O)c(=O)[nH]1,22738,22738
CC(Cc1c(C)nc(SCc2ccccc2)[nH]c1=O)C(O)=O,22740,22740
CC(Cc1c(C)nc(SCC2CCCC2)[nH]c1=O)C(O)=O,22742,22742
CC(Cc1c(C)nc(SCc2ccc(C)cc2C)[nH]c1=O)C(O)=O,22744,22744
CC(Cc1c(C)nc(SCc2cc(C)ccc2C)[nH]c1=O)C(O)=O,22746,22746
CC(Cc1c(C)nc(SCc2ccccc2Cl)[nH]c1=O)C(O)=O,22748,22748
CC(Cc1c(C)nc(SCc2ccc(Cl)cc2)[nH]c1=O)C(O)=O,22750,22750
CC(Cc1c(C)nc(SCc2cccc3ccccc23)[nH]c1=O)C(O)=O,22752,22752
Cn1c(\C=C\c2ccc(cc2)[N+]([O-])=O)c([N+]([O-])=O)c(=O)n(C)c1=O,22754,22754
Cn1c(\C=C\c2ccc(O)cc2)c([N+]([O-])=O)c(=O)n(C)c1=O,22756,22756
Cn1c(\C=C\c2ccccc2O)c([N+]([O-])=O)c(=O)n(C)c1=O,22758,22758
Cn1c(\C=C\c2ccccc2F)c([N+]([O-])=O)c(=O)n(C)c1=O,22760,22760
Cn1c(\C=C\c2cccnc2)c([N+]([O-])=O)c(=O)n(C)c1=O,22762,22762
Cn1c(\C=C\c2ccncc2)c([N+]([O-])=O)c(=O)n(C)c1=O,22764,22764
COc1cccc(\C=C\c2c([N+]([O-])=O)c(=O)n(C)c(=O)n2C)c1OC,22766,22766
Cn1c(\C=C\c2ccco2)c([N+]([O-])=O)c(=O)n(C)c1=O,22768,22768
Cn1c(\C=C\c2c(O)ccc3ccccc23)c([N+]([O-])=O)c(=O)n(C)c1=O,22770,22770
C\C(=C/c1c([N+]([O-])=O)c(=O)[nH]c(=O)n1C)c1ccccc1,22772,22772
Cc1cc(\C=C\c2ccccc2)nc(SCc2ccccc2)n1,22774,22774
Cc1cc(\C=C\c2ccccc2O)nc(SCc2ccccc2)n1,22776,22776
Cc1cc(\C=C\c2ccc(O)cc2)nc(SCc2ccccc2)n1,22778,22778
Cc1cc(\C=C\c2ccc(Br)cc2)nc(SCc2ccccc2)n1,22780,22780
CN(C)c1ccc(\C=C\c2cc(C)nc(SCc3ccccc3)n2)cc1,22782,22782
Cc1cc(\C=C\c2ccccc2F)nc(SCc2ccccc2)n1,22784,22784
Cc1cc(\C=C\c2cccnc2)nc(SCc2ccccc2)n1,22786,22786
Cc1cc(\C=C\c2ccncc2)nc(SCc2ccccc2)n1,22788,22788
Cc1cc(\C=C\c2ccc(cc2)[N+]([O-])=O)nc(SCc2ccccc2)n1,22790,22790
COc1cccc(\C=C\c2cc(C)nc(SCc3ccccc3)n2)c1OC,22792,22792
Cc1cc(\C=C\c2c(O)ccc3ccccc23)nc(SCc2ccccc2)n1,22794,22794
Cc1cc(\C=C\c2ccco2)nc(SCc2ccccc2)n1,22796,22796
Cc1cc(\C=C\c2ccccc2)nc(SCc2ccccc2Cl)n1,22798,22798
Cc1cc(\C=C\c2ccccc2O)nc(SCc2ccccc2Cl)n1,22800,22800
Cc1cc(\C=C\c2ccc(O)cc2)nc(SCc2ccccc2Cl)n1,22802,22802
Cc1cc(\C=C\c2ccc(Br)cc2)nc(SCc2ccccc2Cl)n1,22804,22804
CN(C)c1ccc(\C=C\c2cc(C)nc(SCc3ccccc3Cl)n2)cc1,22806,22806
Cc1cc(\C=C\c2ccccc2F)nc(SCc2ccccc2Cl)n1,22808,22808
Cc1cc(\C=C\c2cccnc2)nc(SCc2ccccc2Cl)n1,22810,22810
Cc1cc(\C=C\c2ccncc2)nc(SCc2ccccc2Cl)n1,22812,22812
Cc1cc(\C=C\c2ccc(cc2)[N+]([O-])=O)nc(SCc2ccccc2Cl)n1,22814,22814
COc1cccc(\C=C\c2cc(C)nc(SCc3ccccc3Cl)n2)c1OC,22816,22816
Cc1cc(\C=C\c2c(O)ccc3ccccc23)nc(SCc2ccccc2Cl)n1,22818,22818
Cc1cc(\C=C\c2ccco2)nc(SCc2ccccc2Cl)n1,22820,22820
Cc1cc(\C=C\c2ccccc2)nc(SCc2ccc(Cl)cc2)n1,22822,22822
Cc1cc(\C=C\c2ccccc2O)nc(SCc2ccc(Cl)cc2)n1,22824,22824
Cc1cc(\C=C\c2ccc(O)cc2)nc(SCc2ccc(Cl)cc2)n1,22826,22826
Cc1cc(\C=C\c2ccc(Br)cc2)nc(SCc2ccc(Cl)cc2)n1,22828,22828
CN(C)c1ccc(\C=C\c2cc(C)nc(SCc3ccc(Cl)cc3)n2)cc1,22830,22830
Cc1cc(\C=C\c2ccccc2F)nc(SCc2ccc(Cl)cc2)n1,22832,22832
Cc1cc(\C=C\c2cccnc2)nc(SCc2ccc(Cl)cc2)n1,22834,22834
Cc1cc(\C=C\c2ccncc2)nc(SCc2ccc(Cl)cc2)n1,22836,22836
Cc1cc(\C=C\c2ccc(cc2)[N+]([O-])=O)nc(SCc2ccc(Cl)cc2)n1,22838,22838
COc1cccc(\C=C\c2cc(C)nc(SCc3ccc(Cl)cc3)n2)c1OC,22840,22840
Cc1cc(\C=C\c2c(O)ccc3ccccc23)nc(SCc2ccc(Cl)cc2)n1,22842,22842
Cc1cc(\C=C\c2ccco2)nc(SCc2ccc(Cl)cc2)n1,22844,22844
Cc1ccc(CSc2nc(C)cc(\C=C\c3ccccc3)n2)c(C)c1,22846,22846
Cc1ccc(CSc2nc(C)cc(\C=C\c3ccccc3O)n2)c(C)c1,22848,22848
Cc1ccc(CSc2nc(C)cc(\C=C\c3ccc(O)cc3)n2)c(C)c1,22850,22850
Cc1ccc(CSc2nc(C)cc(\C=C\c3ccc(Br)cc3)n2)c(C)c1,22852,22852
CN(C)c1ccc(\C=C\c2cc(C)nc(SCc3ccc(C)cc3C)n2)cc1,22854,22854
Cc1ccc(CSc2nc(C)cc(\C=C\c3ccccc3F)n2)c(C)c1,22856,22856
Cc1ccc(CSc2nc(C)cc(\C=C\c3cccnc3)n2)c(C)c1,22858,22858
Cc1ccc(CSc2nc(C)cc(\C=C\c3ccncc3)n2)c(C)c1,22860,22860
Cc1ccc(CSc2nc(C)cc(\C=C\c3ccc(cc3)[N+]([O-])=O)n2)c(C)c1,22862,22862
COc1cccc(\C=C\c2cc(C)nc(SCc3ccc(C)cc3C)n2)c1OC,22864,22864
Cc1ccc(CSc2nc(C)cc(\C=C\c3c(O)ccc4ccccc34)n2)c(C)c1,22866,22866
Cc1ccc(CSc2nc(C)cc(\C=C\c3ccco3)n2)c(C)c1,22868,22868
Cc1ccc(C)c(CSc2nc(C)cc(\C=C\c3ccccc3)n2)c1,22870,22870
Cc1ccc(C)c(CSc2nc(C)cc(\C=C\c3ccccc3O)n2)c1,22872,22872
Cc1ccc(C)c(CSc2nc(C)cc(\C=C\c3ccc(O)cc3)n2)c1,22874,22874
Cc1ccc(C)c(CSc2nc(C)cc(\C=C\c3ccc(Br)cc3)n2)c1,22876,22876
CN(C)c1ccc(\C=C\c2cc(C)nc(SCc3cc(C)ccc3C)n2)cc1,22878,22878
Cc1ccc(C)c(CSc2nc(C)cc(\C=C\c3ccccc3F)n2)c1,22880,22880
Cc1ccc(C)c(CSc2nc(C)cc(\C=C\c3cccnc3)n2)c1,22882,22882
Cc1ccc(C)c(CSc2nc(C)cc(\C=C\c3ccncc3)n2)c1,22884,22884
Cc1ccc(C)c(CSc2nc(C)cc(\C=C\c3ccc(cc3)[N+]([O-])=O)n2)c1,22886,22886
COc1cccc(\C=C\c2cc(C)nc(SCc3cc(C)ccc3C)n2)c1OC,22888,22888
Cc1ccc(C)c(CSc2nc(C)cc(\C=C\c3c(O)ccc4ccccc34)n2)c1,22890,22890
Cc1ccc(C)c(CSc2nc(C)cc(\C=C\c3ccco3)n2)c1,22892,22892
Cc1cc(\C=C\c2ccccc2)nc(SCc2cccc3ccccc23)n1,22894,22894
Cc1cc(\C=C\c2ccccc2O)nc(SCc2cccc3ccccc23)n1,22896,22896
Cc1cc(\C=C\c2ccc(O)cc2)nc(SCc2cccc3ccccc23)n1,22898,22898
Cc1cc(\C=C\c2ccc(Br)cc2)nc(SCc2cccc3ccccc23)n1,22900,22900
CN(C)c1ccc(\C=C\c2cc(C)nc(SCc3cccc4ccccc34)n2)cc1,22902,22902
Cc1cc(\C=C\c2ccccc2F)nc(SCc2cccc3ccccc23)n1,22904,22904
Cc1cc(\C=C\c2cccnc2)nc(SCc2cccc3ccccc23)n1,22906,22906
Cc1cc(\C=C\c2ccncc2)nc(SCc2cccc3ccccc23)n1,22908,22908
Cc1cc(\C=C\c2ccc(cc2)[N+]([O-])=O)nc(SCc2cccc3ccccc23)n1,22910,22910
COc1cccc(\C=C\c2cc(C)nc(SCc3cccc4ccccc34)n2)c1OC,22912,22912
Cc1cc(\C=C\c2c(O)ccc3ccccc23)nc(SCc2cccc3ccccc23)n1,22914,22914
Cc1cc(\C=C\c2ccco2)nc(SCc2cccc3ccccc23)n1,22916,22916
CCc1c(C)ncnc1O,22918,22918
CCCCc1c(C)ncnc1O,22920,22920
CC(C)Cc1c(C)ncnc1O,22922,22922
CCCCCc1c(C)ncnc1O,22924,22924
CC(C)CCc1c(C)ncnc1O,22926,22926
Cc1ncnc(O)c1CC=C,22928,22928
COc1ccc(Cc2c(C)ncnc2O)cc1,22930,22930
CC(=C)Cc1c(C)ncnc1O,22932,22932
Cc1ncnc(O)c1C1CCCC1,22934,22934
Cc1ncnc(O)c1Cc1ccccc1,22936,22936
Cc1ccc(Cc2c(C)ncnc2O)c(C)c1,22938,22938
Cc1ccc(C)c(Cc2c(C)ncnc2O)c1,22940,22940
Cc1ncnc(O)c1Cc1ccccc1Cl,22942,22942
Cc1ncnc(O)c1Cc1ccc(Cl)cc1,22944,22944
CCOc1ccc(Cc2c(C)ncnc2O)cc1,22946,22946
Cc1ncnc(O)c1Cc1cccc2ccccc12,22948,22948
Cc1c(O)ncnc1\C=C\c1ccccc1,22950,22950
Cc1c(O)ncnc1\C=C\c1ccc(Br)cc1,22952,22952
Cc1c(O)ncnc1\C=C\c1ccc(cc1)[N+]([O-])=O,22954,22954
CN(C)c1ccc(\C=C\c2ncnc(O)c2C)cc1,22956,22956
Cc1c(O)ncnc1\C=C\c1ccc(O)cc1,22958,22958
Cc1c(O)ncnc1\C=C\c1ccccc1O,22960,22960
Cc1c(O)ncnc1\C=C\c1ccccc1F,22962,22962
COc1cccc(\C=C\c2ncnc(O)c2C)c1OC,22964,22964
C\C(=C/c1ncnc(O)c1C)c1ccc(Cl)cc1,22966,22966
C\C(=C/c1ncnc(O)c1C)c1ccc(N)cc1,22968,22968
Cc1c(O)ncnc1\C=C\c1ccco1,22970,22970
Cc1c(O)ncnc1\C=C\c1c[nH]c(=O)[nH]c1=O,22972,22972
Cc1c(O)ncnc1\C=C\c1cccnc1,22974,22974
Cc1c(O)ncnc1\C=C\c1ccncc1,22976,22976
CCc1c(O)ncnc1\C=C\c1ccccc1,22978,22978
CCc1c(O)ncnc1\C=C\c1ccc(Br)cc1,22980,22980
CCc1c(O)ncnc1\C=C\c1ccc(cc1)[N+]([O-])=O,22982,22982
CCc1c(O)ncnc1\C=C\c1ccc(cc1)N(C)C,22984,22984
CCc1c(O)ncnc1\C=C\c1ccc(O)cc1,22986,22986
CCc1c(O)ncnc1\C=C\c1ccccc1O,22988,22988
CCc1c(O)ncnc1\C=C\c1ccccc1F,22990,22990
CCc1c(O)ncnc1\C=C\c1cccc(OC)c1OC,22992,22992
CCc1c(O)ncnc1\C=C(/C)c1ccc(Cl)cc1,22994,22994
CCc1c(O)ncnc1\C=C(/C)c1ccc(N)cc1,22996,22996
CCc1c(O)ncnc1\C=C\c1ccco1,22998,22998
CCc1c(O)ncnc1\C=C\c1c[nH]c(=O)[nH]c1=O,23000,23000
CCc1c(O)ncnc1\C=C\c1cccnc1,23002,23002
CCc1c(O)ncnc1\C=C\c1ccncc1,23004,23004
CCCc1c(O)ncnc1\C=C\c1ccccc1,23006,23006
CCCc1c(O)ncnc1\C=C\c1ccc(Br)cc1,23008,23008
CCCc1c(O)ncnc1\C=C\c1ccc(cc1)[N+]([O-])=O,23010,23010
CCCc1c(O)ncnc1\C=C\c1ccc(cc1)N(C)C,23012,23012
CCCc1c(O)ncnc1\C=C\c1ccc(O)cc1,23014,23014
CCCc1c(O)ncnc1\C=C\c1ccccc1O,23016,23016
CCCc1c(O)ncnc1\C=C\c1ccccc1F,23018,23018
CCCc1c(O)ncnc1\C=C\c1cccc(OC)c1OC,23020,23020
CCCc1c(O)ncnc1\C=C(/C)c1ccc(Cl)cc1,23022,23022
CCCc1c(O)ncnc1\C=C(/C)c1ccc(N)cc1,23024,23024
CCCc1c(O)ncnc1\C=C\c1ccco1,23026,23026
CCCc1c(O)ncnc1\C=C\c1c[nH]c(=O)[nH]c1=O,23028,23028
CCCc1c(O)ncnc1\C=C\c1cccnc1,23030,23030
CCCc1c(O)ncnc1\C=C\c1ccncc1,23032,23032
CCCCc1c(O)ncnc1\C=C\c1ccccc1,23034,23034
CCCCc1c(O)ncnc1\C=C\c1ccc(Br)cc1,23036,23036
CCCCc1c(O)ncnc1\C=C\c1ccc(cc1)[N+]([O-])=O,23038,23038
CCCCc1c(O)ncnc1\C=C\c1ccc(cc1)N(C)C,23040,23040
CCCCc1c(O)ncnc1\C=C\c1ccc(O)cc1,23042,23042
CCCCc1c(O)ncnc1\C=C\c1ccccc1O,23044,23044
CCCCc1c(O)ncnc1\C=C\c1ccccc1F,23046,23046
CCCCc1c(O)ncnc1\C=C\c1cccc(OC)c1OC,23048,23048
CCCCc1c(O)ncnc1\C=C(/C)c1ccc(Cl)cc1,23050,23050
CCCCc1c(O)ncnc1\C=C(/C)c1ccc(N)cc1,23052,23052
CCCCc1c(O)ncnc1\C=C\c1ccco1,23054,23054
CCCCc1c(O)ncnc1\C=C\c1c[nH]c(=O)[nH]c1=O,23056,23056
CCCCc1c(O)ncnc1\C=C\c1cccnc1,23058,23058
CCCCc1c(O)ncnc1\C=C\c1ccncc1,23060,23060
CC(C)Cc1c(O)ncnc1\C=C\c1ccccc1,23062,23062
CC(C)Cc1c(O)ncnc1\C=C\c1ccc(Br)cc1,23064,23064
CC(C)Cc1c(O)ncnc1\C=C\c1ccc(cc1)[N+]([O-])=O,23066,23066
CC(C)Cc1c(O)ncnc1\C=C\c1ccc(cc1)N(C)C,23068,23068
CC(C)Cc1c(O)ncnc1\C=C\c1ccc(O)cc1,23070,23070
CC(C)Cc1c(O)ncnc1\C=C\c1ccccc1O,23072,23072
CC(C)Cc1c(O)ncnc1\C=C\c1ccccc1F,23074,23074
COc1cccc(\C=C\c2ncnc(O)c2CC(C)C)c1OC,23076,23076
CC(C)Cc1c(O)ncnc1\C=C(/C)c1ccc(Cl)cc1,23078,23078
CC(C)Cc1c(O)ncnc1\C=C(/C)c1ccc(N)cc1,23080,23080
CC(C)Cc1c(O)ncnc1\C=C\c1ccco1,23082,23082
CC(C)Cc1c(O)ncnc1\C=C\c1c[nH]c(=O)[nH]c1=O,23084,23084
CC(C)Cc1c(O)ncnc1\C=C\c1cccnc1,23086,23086
CC(C)Cc1c(O)ncnc1\C=C\c1ccncc1,23088,23088
CCCCCc1c(O)ncnc1\C=C\c1ccccc1,23090,23090
CCCCCc1c(O)ncnc1\C=C\c1ccc(Br)cc1,23092,23092
CCCCCc1c(O)ncnc1\C=C\c1ccc(cc1)[N+]([O-])=O,23094,23094
CCCCCc1c(O)ncnc1\C=C\c1ccc(cc1)N(C)C,23096,23096
CCCCCc1c(O)ncnc1\C=C\c1ccc(O)cc1,23098,23098
CCCCCc1c(O)ncnc1\C=C\c1ccccc1O,23100,23100
CCCCCc1c(O)ncnc1\C=C\c1ccccc1F,23102,23102
CCCCCc1c(O)ncnc1\C=C\c1cccc(OC)c1OC,23104,23104
CCCCCc1c(O)ncnc1\C=C(/C)c1ccc(Cl)cc1,23106,23106
CCCCCc1c(O)ncnc1\C=C(/C)c1ccc(N)cc1,23108,23108
CCCCCc1c(O)ncnc1\C=C\c1ccco1,23110,23110
CCCCCc1c(O)ncnc1\C=C\c1c[nH]c(=O)[nH]c1=O,23112,23112
CCCCCc1c(O)ncnc1\C=C\c1cccnc1,23114,23114
CCCCCc1c(O)ncnc1\C=C\c1ccncc1,23116,23116
CC(C)CCc1c(O)ncnc1\C=C\c1ccccc1,23118,23118
CC(C)CCc1c(O)ncnc1\C=C\c1ccc(Br)cc1,23120,23120
CC(C)CCc1c(O)ncnc1\C=C\c1ccc(cc1)[N+]([O-])=O,23122,23122
CC(C)CCc1c(O)ncnc1\C=C\c1ccc(cc1)N(C)C,23124,23124
CC(C)CCc1c(O)ncnc1\C=C\c1ccc(O)cc1,23126,23126
CC(C)CCc1c(O)ncnc1\C=C\c1ccccc1O,23128,23128
CC(C)CCc1c(O)ncnc1\C=C\c1ccccc1F,23130,23130
COc1cccc(\C=C\c2ncnc(O)c2CCC(C)C)c1OC,23132,23132
CC(C)CCc1c(O)ncnc1\C=C(/C)c1ccc(Cl)cc1,23134,23134
CC(C)CCc1c(O)ncnc1\C=C(/C)c1ccc(N)cc1,23136,23136
CC(C)CCc1c(O)ncnc1\C=C\c1ccco1,23138,23138
CC(C)CCc1c(O)ncnc1\C=C\c1c[nH]c(=O)[nH]c1=O,23140,23140
CC(C)CCc1c(O)ncnc1\C=C\c1cccnc1,23142,23142
CC(C)CCc1c(O)ncnc1\C=C\c1ccncc1,23144,23144
